numero_facture,date_emission,date_echeance,date_paiement,code_client,code_produit,code_dept,quantite,prix_unitaire_ht,remise_pct,montant_ht,montant_tva,montant_ttc,statut_paiement,montant_encaisse,jours_retard,annee_emission,mois_emission,trimestre,date_id_emission,date_id_echeance,date_id_paiement,tranche_retard
FAC-2024-03068,2023-01-20,2023-02-19,2023-03-14,CLI-0104,SVC-012,DEPT-003,1,3200.0,5,3040.0,608.0,3648.0,Payée,3040.0,23,2023,1,1,20230120,20230219,20230314.0,Retard < 30j
FAC-2024-03069,2025-12-21,2026-01-20,2026-02-14,CLI-0070,SVC-011,DEPT-002,1,4500.0,0,4500.0,900.0,5400.0,Payée,4500.0,25,2025,12,4,20251221,20260120,20260214.0,Retard < 30j
FAC-2024-03070,2025-06-27,2025-08-11,2025-08-14,CLI-0171,SVC-017,DEPT-004,1,950.0,0,950.0,190.0,1140.0,Payée,950.0,3,2025,6,2,20250627,20250811,20250814.0,Retard < 30j
FAC-2024-03071,2024-04-09,2024-05-24,,CLI-0183,SVC-002,DEPT-001,1,8500.0,0,8500.0,1700.0,10200.0,Partielle,2999.58,708,2024,4,2,20240409,20240524,,Contentieux > 90j
FAC-2024-03072,2025-11-14,2025-12-14,2025-12-18,CLI-0170,SVC-023,DEPT-002,2,750.0,5,1425.0,285.0,1710.0,Payée,1425.0,4,2025,11,4,20251114,20251214,20251218.0,Retard < 30j
FAC-2024-03073,2025-02-25,2025-03-27,,CLI-0060,SVC-022,DEPT-007,5,600.0,0,3000.0,600.0,3600.0,Retard,0.0,401,2025,2,1,20250225,20250327,,Contentieux > 90j
FAC-2024-03074,2024-11-24,2025-01-08,2025-01-29,CLI-0059,SVC-016,DEPT-007,1,1800.0,10,1620.0,324.0,1944.0,Payée,1620.0,21,2024,11,4,20241124,20250108,20250129.0,Retard < 30j
FAC-2024-03075,2024-01-08,2024-02-22,2024-03-23,CLI-0033,SVC-001,DEPT-003,1,3500.0,5,3325.0,665.0,3990.0,Payée,3325.0,30,2024,1,1,20240108,20240222,20240323.0,Retard < 30j
FAC-2024-03076,2025-10-22,2025-11-21,2025-12-02,CLI-0111,SVC-015,DEPT-003,1,2800.0,0,2800.0,560.0,3360.0,Payée,2800.0,11,2025,10,4,20251022,20251121,20251202.0,Retard < 30j
FAC-2024-03077,2024-03-12,2024-04-26,,CLI-0058,SVC-005,DEPT-002,1,15000.0,10,13500.0,2700.0,16200.0,Contentieux,0.0,736,2024,3,1,20240312,20240426,,Contentieux > 90j
FAC-2024-03078,2023-03-19,2023-05-03,,CLI-0039,SVC-013,DEPT-007,7,1100.0,5,7315.0,1463.0,8778.0,Retard,0.0,1095,2023,3,1,20230319,20230503,,Contentieux > 90j
FAC-2024-03079,2024-06-15,2024-07-15,2024-08-03,CLI-0111,SVC-015,DEPT-004,1,2800.0,0,2800.0,560.0,3360.0,Payée,2800.0,19,2024,6,2,20240615,20240715,20240803.0,Retard < 30j
FAC-2024-03080,2025-06-13,2025-07-28,2025-08-15,CLI-0112,SVC-003,DEPT-002,1,22000.0,5,20900.0,4180.0,25080.0,Payée,20900.0,18,2025,6,2,20250613,20250728,20250815.0,Retard < 30j
FAC-2024-03081,2023-04-23,2023-05-23,,CLI-0027,SVC-011,DEPT-003,1,4500.0,5,4275.0,855.0,5130.0,Retard,0.0,1075,2023,4,2,20230423,20230523,,Contentieux > 90j
FAC-2024-03082,2023-05-29,2023-07-28,2023-08-04,CLI-0046,SVC-013,DEPT-003,1,1100.0,0,1100.0,220.0,1320.0,Payée,1100.0,7,2023,5,2,20230529,20230728,20230804.0,Retard < 30j
FAC-2024-03083,2025-12-06,2026-01-05,2026-01-13,CLI-0014,SVC-021,DEPT-001,5,800.0,10,3600.0,720.0,4320.0,Payée,3600.0,8,2025,12,4,20251206,20260105,20260113.0,Retard < 30j
FAC-2024-03084,2024-03-30,2024-05-14,2024-05-27,CLI-0189,SVC-018,DEPT-007,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,13,2024,3,1,20240330,20240514,20240527.0,Retard < 30j
FAC-2024-03085,2023-02-18,2023-04-04,,CLI-0019,SVC-008,DEPT-007,1,2500.0,0,2500.0,500.0,3000.0,Partielle,1673.24,1124,2023,2,1,20230218,20230404,,Contentieux > 90j
FAC-2024-03086,2024-10-09,2024-11-08,2024-11-09,CLI-0023,SVC-001,DEPT-003,1,3500.0,10,3150.0,630.0,3780.0,Payée,3150.0,1,2024,10,4,20241009,20241108,20241109.0,Retard < 30j
FAC-2024-03087,2025-09-02,2025-10-17,,CLI-0022,SVC-013,DEPT-004,6,1100.0,5,6270.0,1254.0,7524.0,Retard,0.0,197,2025,9,3,20250902,20251017,,Contentieux > 90j
FAC-2024-03088,2024-05-16,2024-06-15,,CLI-0093,SVC-013,DEPT-002,4,1100.0,5,4180.0,836.0,5016.0,Partielle,3056.63,686,2024,5,2,20240516,20240615,,Contentieux > 90j
FAC-2024-03089,2023-07-05,2023-08-19,2023-08-21,CLI-0098,SVC-018,DEPT-003,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,2,2023,7,3,20230705,20230819,20230821.0,Retard < 30j
FAC-2024-03090,2024-06-15,2024-07-30,,CLI-0154,SVC-014,DEPT-007,3,1500.0,0,4500.0,900.0,5400.0,Retard,0.0,641,2024,6,2,20240615,20240730,,Contentieux > 90j
FAC-2024-03091,2024-10-17,2024-11-16,2024-11-18,CLI-0134,SVC-004,DEPT-002,8,1200.0,0,9600.0,1920.0,11520.0,Payée,9600.0,2,2024,10,4,20241017,20241116,20241118.0,Retard < 30j
FAC-2024-03092,2025-07-08,2025-08-22,2025-08-23,CLI-0167,SVC-003,DEPT-002,1,22000.0,10,19800.0,3960.0,23760.0,Payée,19800.0,1,2025,7,3,20250708,20250822,20250823.0,Retard < 30j
FAC-2024-03093,2025-02-01,2025-03-03,2025-03-21,CLI-0072,SVC-019,DEPT-003,20,180.0,0,3600.0,720.0,4320.0,Payée,3600.0,18,2025,2,1,20250201,20250303,20250321.0,Retard < 30j
FAC-2024-03094,2023-04-04,2023-05-19,2023-06-07,CLI-0048,SVC-013,DEPT-001,10,1100.0,0,11000.0,2200.0,13200.0,Payée,11000.0,19,2023,4,2,20230404,20230519,20230607.0,Retard < 30j
FAC-2024-03095,2024-08-22,2024-10-06,,CLI-0048,SVC-010,DEPT-003,28,45.0,5,1197.0,239.4,1436.4,Retard,0.0,573,2024,8,3,20240822,20241006,,Contentieux > 90j
FAC-2024-03096,2025-08-05,2025-09-19,2025-10-12,CLI-0090,SVC-014,DEPT-001,8,1500.0,0,12000.0,2400.0,14400.0,Payée,12000.0,23,2025,8,3,20250805,20250919,20251012.0,Retard < 30j
FAC-2024-03097,2024-02-21,2024-03-22,2024-03-24,CLI-0007,SVC-015,DEPT-003,1,2800.0,0,2800.0,560.0,3360.0,Payée,2800.0,2,2024,2,1,20240221,20240322,20240324.0,Retard < 30j
FAC-2024-03098,2025-09-11,2025-10-26,2025-11-04,CLI-0123,SVC-009,DEPT-004,1,180.0,0,180.0,36.0,216.0,Payée,180.0,9,2025,9,3,20250911,20251026,20251104.0,Retard < 30j
FAC-2024-03099,2023-07-20,2023-08-19,2023-08-28,CLI-0018,SVC-007,DEPT-007,1,1200.0,0,1200.0,240.0,1440.0,Payée,1200.0,9,2023,7,3,20230720,20230819,20230828.0,Retard < 30j
FAC-2024-03100,2025-06-24,2025-08-23,2025-09-06,CLI-0005,SVC-006,DEPT-007,1,450.0,0,450.0,90.0,540.0,Payée,450.0,14,2025,6,2,20250624,20250823,20250906.0,Retard < 30j
FAC-2024-03101,2025-07-29,2025-09-27,2025-10-03,CLI-0103,SVC-023,DEPT-003,3,750.0,0,2250.0,450.0,2700.0,Payée,2250.0,6,2025,7,3,20250729,20250927,20251003.0,Retard < 30j
FAC-2024-03102,2025-12-17,2026-01-16,,CLI-0083,SVC-013,DEPT-007,7,1100.0,15,6545.0,1309.0,7854.0,Partielle,2571.98,106,2025,12,4,20251217,20260116,,Contentieux > 90j
FAC-2024-03103,2025-07-07,2025-08-21,2025-08-21,CLI-0095,SVC-002,DEPT-004,1,8500.0,0,8500.0,1700.0,10200.0,Payée,8500.0,0,2025,7,3,20250707,20250821,20250821.0,Dans les délais
FAC-2024-03104,2024-02-28,2024-03-29,2024-04-06,CLI-0121,SVC-022,DEPT-003,3,600.0,0,1800.0,360.0,2160.0,Payée,1800.0,8,2024,2,1,20240228,20240329,20240406.0,Retard < 30j
FAC-2024-03105,2025-04-01,2025-05-01,2025-05-04,CLI-0064,SVC-024,DEPT-002,8,700.0,0,5600.0,1120.0,6720.0,Payée,5600.0,3,2025,4,2,20250401,20250501,20250504.0,Retard < 30j
FAC-2024-03106,2025-10-29,2025-11-28,2025-11-28,CLI-0163,SVC-014,DEPT-003,8,1500.0,5,11400.0,2280.0,13680.0,Payée,11400.0,0,2025,10,4,20251029,20251128,20251128.0,Dans les délais
FAC-2024-03107,2025-03-16,2025-04-30,2025-04-30,CLI-0159,SVC-017,DEPT-003,1,950.0,0,950.0,190.0,1140.0,Payée,950.0,0,2025,3,1,20250316,20250430,20250430.0,Dans les délais
FAC-2024-03108,2024-06-15,2024-07-30,,CLI-0117,SVC-008,DEPT-007,1,2500.0,0,2500.0,500.0,3000.0,Retard,0.0,641,2024,6,2,20240615,20240730,,Contentieux > 90j
FAC-2024-03109,2025-08-29,2025-10-28,2025-10-28,CLI-0184,SVC-005,DEPT-003,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,0,2025,8,3,20250829,20251028,20251028.0,Dans les délais
FAC-2024-03110,2025-05-28,2025-06-27,,CLI-0181,SVC-015,DEPT-003,1,2800.0,15,2380.0,476.0,2856.0,Retard,0.0,309,2025,5,2,20250528,20250627,,Contentieux > 90j
FAC-2024-03111,2024-10-20,2024-12-04,,CLI-0058,SVC-022,DEPT-007,7,600.0,0,4200.0,840.0,5040.0,Retard,0.0,514,2024,10,4,20241020,20241204,,Contentieux > 90j
FAC-2024-03112,2025-10-20,2025-11-19,2025-11-24,CLI-0181,SVC-015,DEPT-004,1,2800.0,5,2660.0,532.0,3192.0,Payée,2660.0,5,2025,10,4,20251020,20251119,20251124.0,Retard < 30j
FAC-2024-03113,2023-02-26,2023-03-28,2023-04-01,CLI-0023,SVC-019,DEPT-002,9,180.0,10,1458.0,291.6,1749.6,Payée,1458.0,4,2023,2,1,20230226,20230328,20230401.0,Retard < 30j
FAC-2024-03114,2025-04-04,2025-05-04,2025-05-12,CLI-0148,SVC-007,DEPT-002,1,1200.0,5,1140.0,228.0,1368.0,Payée,1140.0,8,2025,4,2,20250404,20250504,20250512.0,Retard < 30j
FAC-2024-03115,2023-12-27,2024-01-26,2024-01-27,CLI-0018,SVC-023,DEPT-001,3,750.0,10,2025.0,405.0,2430.0,Payée,2025.0,1,2023,12,4,20231227,20240126,20240127.0,Retard < 30j
FAC-2024-03116,2025-01-29,2025-02-28,2025-03-02,CLI-0023,SVC-015,DEPT-004,1,2800.0,5,2660.0,532.0,3192.0,Payée,2660.0,2,2025,1,1,20250129,20250228,20250302.0,Retard < 30j
FAC-2024-03117,2023-12-03,2024-01-17,2024-02-15,CLI-0033,SVC-014,DEPT-003,1,1500.0,5,1425.0,285.0,1710.0,Payée,1425.0,29,2023,12,4,20231203,20240117,20240215.0,Retard < 30j
FAC-2024-03118,2024-07-03,2024-08-17,2024-08-17,CLI-0037,SVC-010,DEPT-003,36,45.0,0,1620.0,324.0,1944.0,Payée,1620.0,0,2024,7,3,20240703,20240817,20240817.0,Dans les délais
FAC-2024-03119,2025-05-20,2025-07-19,2025-07-25,CLI-0053,SVC-004,DEPT-002,10,1200.0,0,12000.0,2400.0,14400.0,Payée,12000.0,6,2025,5,2,20250520,20250719,20250725.0,Retard < 30j
FAC-2024-03120,2025-04-26,2025-05-26,,CLI-0008,SVC-006,DEPT-007,1,450.0,15,382.5,76.5,459.0,Contentieux,0.0,341,2025,4,2,20250426,20250526,,Contentieux > 90j
FAC-2024-03121,2024-06-29,2024-08-13,2024-08-13,CLI-0004,SVC-004,DEPT-001,3,1200.0,5,3420.0,684.0,4104.0,Payée,3420.0,0,2024,6,2,20240629,20240813,20240813.0,Dans les délais
FAC-2024-03122,2023-02-21,2023-03-23,2023-03-23,CLI-0134,SVC-018,DEPT-002,1,6500.0,10,5850.0,1170.0,7020.0,Payée,5850.0,0,2023,2,1,20230221,20230323,20230323.0,Dans les délais
FAC-2024-03123,2024-02-02,2024-04-02,2024-04-18,CLI-0024,SVC-013,DEPT-001,8,1100.0,10,7920.0,1584.0,9504.0,Payée,7920.0,16,2024,2,1,20240202,20240402,20240418.0,Retard < 30j
FAC-2024-03124,2024-02-11,2024-03-12,,CLI-0010,SVC-010,DEPT-002,14,45.0,0,630.0,126.0,756.0,Retard,0.0,781,2024,2,1,20240211,20240312,,Contentieux > 90j
FAC-2024-03125,2025-02-10,2025-03-12,,CLI-0080,SVC-009,DEPT-004,1,180.0,0,180.0,36.0,216.0,Partielle,131.67,416,2025,2,1,20250210,20250312,,Contentieux > 90j
FAC-2024-03126,2024-07-24,2024-09-07,2024-10-07,CLI-0049,SVC-019,DEPT-001,16,180.0,0,2880.0,576.0,3456.0,Payée,2880.0,30,2024,7,3,20240724,20240907,20241007.0,Retard < 30j
FAC-2024-03127,2023-03-08,2023-04-07,,CLI-0166,SVC-008,DEPT-003,1,2500.0,5,2375.0,475.0,2850.0,Retard,0.0,1121,2023,3,1,20230308,20230407,,Contentieux > 90j
FAC-2024-03128,2023-11-17,2023-12-17,2024-01-16,CLI-0083,SVC-002,DEPT-003,1,8500.0,10,7650.0,1530.0,9180.0,Payée,7650.0,30,2023,11,4,20231117,20231217,20240116.0,Retard < 30j
FAC-2024-03129,2024-03-24,2024-05-08,2024-05-13,CLI-0033,SVC-023,DEPT-004,10,750.0,0,7500.0,1500.0,9000.0,Payée,7500.0,5,2024,3,1,20240324,20240508,20240513.0,Retard < 30j
FAC-2024-03130,2023-06-28,2023-08-12,2023-08-31,CLI-0055,SVC-018,DEPT-002,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,19,2023,6,2,20230628,20230812,20230831.0,Retard < 30j
FAC-2024-03131,2023-04-08,2023-05-08,2023-05-30,CLI-0110,SVC-021,DEPT-001,5,800.0,15,3400.0,680.0,4080.0,Payée,3400.0,22,2023,4,2,20230408,20230508,20230530.0,Retard < 30j
FAC-2024-03132,2025-05-09,2025-06-08,2025-06-13,CLI-0041,SVC-014,DEPT-004,8,1500.0,0,12000.0,2400.0,14400.0,Payée,12000.0,5,2025,5,2,20250509,20250608,20250613.0,Retard < 30j
FAC-2024-03133,2024-09-14,2024-10-14,2024-11-09,CLI-0051,SVC-018,DEPT-003,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,26,2024,9,3,20240914,20241014,20241109.0,Retard < 30j
FAC-2024-03134,2025-02-04,2025-03-21,2025-04-19,CLI-0190,SVC-024,DEPT-004,1,700.0,0,700.0,140.0,840.0,Payée,700.0,29,2025,2,1,20250204,20250321,20250419.0,Retard < 30j
FAC-2024-03135,2025-05-07,2025-06-21,,CLI-0096,SVC-001,DEPT-004,1,3500.0,5,3325.0,665.0,3990.0,Contentieux,0.0,315,2025,5,2,20250507,20250621,,Contentieux > 90j
FAC-2024-03136,2023-04-02,2023-05-02,,CLI-0006,SVC-006,DEPT-001,1,450.0,0,450.0,90.0,540.0,Retard,0.0,1096,2023,4,2,20230402,20230502,,Contentieux > 90j
FAC-2024-03137,2023-04-06,2023-06-05,,CLI-0173,SVC-006,DEPT-003,1,450.0,0,450.0,90.0,540.0,Retard,0.0,1062,2023,4,2,20230406,20230605,,Contentieux > 90j
FAC-2024-03138,2023-03-08,2023-04-22,2023-04-22,CLI-0095,SVC-008,DEPT-007,1,2500.0,0,2500.0,500.0,3000.0,Payée,2500.0,0,2023,3,1,20230308,20230422,20230422.0,Dans les délais
FAC-2024-03139,2023-11-18,2023-12-18,2023-12-26,CLI-0070,SVC-006,DEPT-002,1,450.0,0,450.0,90.0,540.0,Payée,450.0,8,2023,11,4,20231118,20231218,20231226.0,Retard < 30j
FAC-2024-03140,2024-05-16,2024-06-15,2024-07-03,CLI-0002,SVC-006,DEPT-003,1,450.0,0,450.0,90.0,540.0,Payée,450.0,18,2024,5,2,20240516,20240615,20240703.0,Retard < 30j
FAC-2024-03141,2023-08-21,2023-09-20,,CLI-0109,SVC-002,DEPT-003,1,8500.0,5,8075.0,1615.0,9690.0,Retard,0.0,955,2023,8,3,20230821,20230920,,Contentieux > 90j
FAC-2024-03142,2023-03-10,2023-05-09,2023-06-05,CLI-0091,SVC-011,DEPT-007,1,4500.0,0,4500.0,900.0,5400.0,Payée,4500.0,27,2023,3,1,20230310,20230509,20230605.0,Retard < 30j
FAC-2024-03143,2024-03-02,2024-04-01,,CLI-0172,SVC-010,DEPT-002,40,45.0,0,1800.0,360.0,2160.0,Retard,0.0,761,2024,3,1,20240302,20240401,,Contentieux > 90j
FAC-2024-03144,2024-05-19,2024-06-18,2024-06-21,CLI-0050,SVC-010,DEPT-001,26,45.0,10,1053.0,210.6,1263.6,Payée,1053.0,3,2024,5,2,20240519,20240618,20240621.0,Retard < 30j
FAC-2024-03145,2024-12-11,2025-02-09,,CLI-0165,SVC-001,DEPT-002,1,3500.0,0,3500.0,700.0,4200.0,Retard,0.0,447,2024,12,4,20241211,20250209,,Contentieux > 90j
FAC-2024-03146,2024-07-05,2024-08-19,2024-08-19,CLI-0039,SVC-005,DEPT-004,1,15000.0,5,14250.0,2850.0,17100.0,Payée,14250.0,0,2024,7,3,20240705,20240819,20240819.0,Dans les délais
FAC-2024-03147,2025-03-15,2025-04-29,2025-05-02,CLI-0105,SVC-020,DEPT-001,6,1400.0,10,7560.0,1512.0,9072.0,Payée,7560.0,3,2025,3,1,20250315,20250429,20250502.0,Retard < 30j
FAC-2024-03148,2024-05-12,2024-06-11,2024-06-11,CLI-0038,SVC-005,DEPT-004,1,15000.0,15,12750.0,2550.0,15300.0,Payée,12750.0,0,2024,5,2,20240512,20240611,20240611.0,Dans les délais
FAC-2024-03149,2025-01-31,2025-04-01,,CLI-0143,SVC-010,DEPT-007,18,45.0,0,810.0,162.0,972.0,Partielle,398.49,396,2025,1,1,20250131,20250401,,Contentieux > 90j
FAC-2024-03150,2023-07-10,2023-08-09,2023-08-10,CLI-0086,SVC-021,DEPT-007,10,800.0,0,8000.0,1600.0,9600.0,Payée,8000.0,1,2023,7,3,20230710,20230809,20230810.0,Retard < 30j
FAC-2024-03151,2025-03-21,2025-05-05,,CLI-0042,SVC-006,DEPT-001,1,450.0,0,450.0,90.0,540.0,Retard,0.0,362,2025,3,1,20250321,20250505,,Contentieux > 90j
FAC-2024-03152,2024-04-20,2024-06-19,2024-07-11,CLI-0149,SVC-012,DEPT-003,1,3200.0,5,3040.0,608.0,3648.0,Payée,3040.0,22,2024,4,2,20240420,20240619,20240711.0,Retard < 30j
FAC-2024-03153,2023-11-06,2023-12-21,2024-01-10,CLI-0147,SVC-011,DEPT-003,1,4500.0,5,4275.0,855.0,5130.0,Payée,4275.0,20,2023,11,4,20231106,20231221,20240110.0,Retard < 30j
FAC-2024-03154,2023-10-18,2023-12-02,2023-12-25,CLI-0123,SVC-004,DEPT-002,1,1200.0,10,1080.0,216.0,1296.0,Payée,1080.0,23,2023,10,4,20231018,20231202,20231225.0,Retard < 30j
FAC-2024-03155,2023-11-21,2023-12-21,,CLI-0007,SVC-001,DEPT-003,1,3500.0,5,3325.0,665.0,3990.0,Partielle,2497.72,863,2023,11,4,20231121,20231221,,Contentieux > 90j
FAC-2024-03156,2023-05-06,2023-06-05,,CLI-0044,SVC-009,DEPT-001,1,180.0,0,180.0,36.0,216.0,Retard,0.0,1062,2023,5,2,20230506,20230605,,Contentieux > 90j
FAC-2024-03157,2024-04-16,2024-05-16,2024-05-28,CLI-0111,SVC-023,DEPT-002,6,750.0,0,4500.0,900.0,5400.0,Payée,4500.0,12,2024,4,2,20240416,20240516,20240528.0,Retard < 30j
FAC-2024-03158,2023-08-04,2023-09-03,,CLI-0044,SVC-004,DEPT-007,5,1200.0,0,6000.0,1200.0,7200.0,Retard,0.0,972,2023,8,3,20230804,20230903,,Contentieux > 90j
FAC-2024-03159,2025-08-02,2025-09-16,2025-09-19,CLI-0139,SVC-016,DEPT-003,1,1800.0,5,1710.0,342.0,2052.0,Payée,1710.0,3,2025,8,3,20250802,20250916,20250919.0,Retard < 30j
FAC-2024-03160,2023-11-11,2023-12-11,2023-12-21,CLI-0080,SVC-005,DEPT-003,1,15000.0,15,12750.0,2550.0,15300.0,Payée,12750.0,10,2023,11,4,20231111,20231211,20231221.0,Retard < 30j
FAC-2024-03161,2024-10-20,2024-12-04,2024-12-04,CLI-0192,SVC-022,DEPT-003,9,600.0,5,5130.0,1026.0,6156.0,Payée,5130.0,0,2024,10,4,20241020,20241204,20241204.0,Dans les délais
FAC-2024-03162,2025-10-05,2025-11-04,2025-11-23,CLI-0166,SVC-016,DEPT-007,1,1800.0,0,1800.0,360.0,2160.0,Payée,1800.0,19,2025,10,4,20251005,20251104,20251123.0,Retard < 30j
FAC-2024-03163,2024-04-25,2024-06-09,2024-07-09,CLI-0059,SVC-007,DEPT-004,1,1200.0,5,1140.0,228.0,1368.0,Payée,1140.0,30,2024,4,2,20240425,20240609,20240709.0,Retard < 30j
FAC-2024-03164,2025-01-03,2025-02-02,2025-02-26,CLI-0111,SVC-004,DEPT-007,10,1200.0,10,10800.0,2160.0,12960.0,Payée,10800.0,24,2025,1,1,20250103,20250202,20250226.0,Retard < 30j
FAC-2024-03165,2024-07-17,2024-08-16,2024-09-12,CLI-0093,SVC-014,DEPT-003,1,1500.0,10,1350.0,270.0,1620.0,Payée,1350.0,27,2024,7,3,20240717,20240816,20240912.0,Retard < 30j
FAC-2024-03166,2024-01-29,2024-02-28,2024-03-14,CLI-0162,SVC-017,DEPT-004,1,950.0,10,855.0,171.0,1026.0,Payée,855.0,15,2024,1,1,20240129,20240228,20240314.0,Retard < 30j
FAC-2024-03167,2025-04-08,2025-05-08,2025-06-04,CLI-0148,SVC-005,DEPT-003,1,15000.0,5,14250.0,2850.0,17100.0,Payée,14250.0,27,2025,4,2,20250408,20250508,20250604.0,Retard < 30j
FAC-2024-03168,2023-09-14,2023-10-14,,CLI-0126,SVC-016,DEPT-003,1,1800.0,5,1710.0,342.0,2052.0,Retard,0.0,931,2023,9,3,20230914,20231014,,Contentieux > 90j
FAC-2024-03169,2024-10-15,2024-11-14,2024-12-04,CLI-0097,SVC-007,DEPT-002,1,1200.0,5,1140.0,228.0,1368.0,Payée,1140.0,20,2024,10,4,20241015,20241114,20241204.0,Retard < 30j
FAC-2024-03170,2023-12-20,2024-02-03,2024-02-04,CLI-0171,SVC-006,DEPT-007,1,450.0,0,450.0,90.0,540.0,Payée,450.0,1,2023,12,4,20231220,20240203,20240204.0,Retard < 30j
FAC-2024-03171,2025-04-10,2025-05-25,,CLI-0055,SVC-012,DEPT-002,1,3200.0,0,3200.0,640.0,3840.0,Partielle,1439.8,342,2025,4,2,20250410,20250525,,Contentieux > 90j
FAC-2024-03172,2024-01-22,2024-02-21,,CLI-0170,SVC-014,DEPT-001,10,1500.0,5,14250.0,2850.0,17100.0,Partielle,8878.6,801,2024,1,1,20240122,20240221,,Contentieux > 90j
FAC-2024-03173,2024-05-18,2024-06-17,2024-06-23,CLI-0052,SVC-006,DEPT-007,1,450.0,10,405.0,81.0,486.0,Payée,405.0,6,2024,5,2,20240518,20240617,20240623.0,Retard < 30j
FAC-2024-03174,2025-05-05,2025-06-04,,CLI-0003,SVC-001,DEPT-004,1,3500.0,0,3500.0,700.0,4200.0,Retard,0.0,332,2025,5,2,20250505,20250604,,Contentieux > 90j
FAC-2024-03175,2025-04-19,2025-05-19,2025-06-04,CLI-0013,SVC-005,DEPT-001,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,16,2025,4,2,20250419,20250519,20250604.0,Retard < 30j
FAC-2024-03176,2025-05-31,2025-07-15,2025-07-28,CLI-0177,SVC-012,DEPT-001,1,3200.0,0,3200.0,640.0,3840.0,Payée,3200.0,13,2025,5,2,20250531,20250715,20250728.0,Retard < 30j
FAC-2024-03177,2024-04-19,2024-06-18,,CLI-0005,SVC-023,DEPT-001,10,750.0,0,7500.0,1500.0,9000.0,Retard,0.0,683,2024,4,2,20240419,20240618,,Contentieux > 90j
FAC-2024-03178,2024-05-18,2024-06-17,2024-06-23,CLI-0176,SVC-008,DEPT-002,1,2500.0,0,2500.0,500.0,3000.0,Payée,2500.0,6,2024,5,2,20240518,20240617,20240623.0,Retard < 30j
FAC-2024-03179,2025-08-07,2025-09-06,2025-09-25,CLI-0050,SVC-010,DEPT-001,6,45.0,0,270.0,54.0,324.0,Payée,270.0,19,2025,8,3,20250807,20250906,20250925.0,Retard < 30j
FAC-2024-03180,2023-02-13,2023-03-15,2023-03-15,CLI-0014,SVC-014,DEPT-003,9,1500.0,0,13500.0,2700.0,16200.0,Payée,13500.0,0,2023,2,1,20230213,20230315,20230315.0,Dans les délais
FAC-2024-03181,2025-03-30,2025-04-29,,CLI-0127,SVC-009,DEPT-004,1,180.0,0,180.0,36.0,216.0,Retard,0.0,368,2025,3,1,20250330,20250429,,Contentieux > 90j
FAC-2024-03182,2025-06-11,2025-07-26,2025-08-03,CLI-0017,SVC-016,DEPT-007,1,1800.0,10,1620.0,324.0,1944.0,Payée,1620.0,8,2025,6,2,20250611,20250726,20250803.0,Retard < 30j
FAC-2024-03183,2023-01-31,2023-03-02,2023-03-08,CLI-0111,SVC-001,DEPT-002,1,3500.0,0,3500.0,700.0,4200.0,Payée,3500.0,6,2023,1,1,20230131,20230302,20230308.0,Retard < 30j
FAC-2024-03184,2023-07-04,2023-08-18,,CLI-0087,SVC-014,DEPT-002,8,1500.0,10,10800.0,2160.0,12960.0,Retard,0.0,988,2023,7,3,20230704,20230818,,Contentieux > 90j
FAC-2024-03185,2024-02-10,2024-03-11,2024-03-22,CLI-0035,SVC-007,DEPT-003,1,1200.0,5,1140.0,228.0,1368.0,Payée,1140.0,11,2024,2,1,20240210,20240311,20240322.0,Retard < 30j
FAC-2024-03186,2024-09-05,2024-10-05,,CLI-0028,SVC-014,DEPT-004,3,1500.0,10,4050.0,810.0,4860.0,Retard,0.0,574,2024,9,3,20240905,20241005,,Contentieux > 90j
FAC-2024-03187,2024-08-12,2024-09-11,,CLI-0110,SVC-009,DEPT-004,1,180.0,0,180.0,36.0,216.0,Retard,0.0,598,2024,8,3,20240812,20240911,,Contentieux > 90j
FAC-2024-03188,2025-08-20,2025-09-19,2025-10-07,CLI-0054,SVC-015,DEPT-004,1,2800.0,5,2660.0,532.0,3192.0,Payée,2660.0,18,2025,8,3,20250820,20250919,20251007.0,Retard < 30j
FAC-2024-03189,2025-05-14,2025-06-28,2025-07-09,CLI-0133,SVC-002,DEPT-007,1,8500.0,10,7650.0,1530.0,9180.0,Payée,7650.0,11,2025,5,2,20250514,20250628,20250709.0,Retard < 30j
FAC-2024-03190,2023-04-03,2023-05-03,,CLI-0093,SVC-006,DEPT-004,1,450.0,10,405.0,81.0,486.0,Partielle,285.29,1095,2023,4,2,20230403,20230503,,Contentieux > 90j
FAC-2024-03191,2023-07-24,2023-09-22,2023-09-22,CLI-0103,SVC-011,DEPT-004,1,4500.0,0,4500.0,900.0,5400.0,Payée,4500.0,0,2023,7,3,20230724,20230922,20230922.0,Dans les délais
FAC-2024-03192,2024-01-22,2024-03-07,2024-03-12,CLI-0189,SVC-020,DEPT-003,3,1400.0,0,4200.0,840.0,5040.0,Payée,4200.0,5,2024,1,1,20240122,20240307,20240312.0,Retard < 30j
