numero_piece,date_charge,code_dept,categorie_charge,sous_categorie,fournisseur,nature_charge,montant_ht,montant_tva,montant_ttc,est_budgetee,date_id_charge,annee,mois
PCE-001535,2025-09-26,DEPT-002,Sous-traitance,Expertise externe,AGENCE VOYAGE,Exploitation,3552.28,710.46,4262.74,1,20250926,2025,9
PCE-001536,2025-10-09,DEPT-002,Sous-traitance,Prestations ponctuelles,SECURITE MADA,Exploitation,19878.03,3975.61,23853.64,0,20251009,2025,10
PCE-001537,2023-05-29,DEPT-008,Loyer & Charges locatives,Charges communes,IBM MADA,Exploitation,6290.62,0.0,6290.62,1,20230529,2023,5
PCE-001538,2024-08-31,DEPT-008,Fournitures & Consommables,Documentation,HOTEL COLBERT,Exploitation,1077.8,215.56,1293.36,1,20240831,2024,8
PCE-001539,2025-02-08,DEPT-006,Informatique & Licences,Licences logiciels,FOURNITURES PRO,Exploitation,7932.9,1586.58,9519.48,1,20250208,2025,2
PCE-001540,2023-03-09,DEPT-008,Salaires & Charges sociales,Charges patronales,HOTEL COLBERT,Exploitation,9928.0,0.0,9928.0,1,20230309,2023,3
PCE-001541,2023-07-07,DEPT-008,Loyer & Charges locatives,Loyer bureaux,ORANGE PRO,Exploitation,6280.4,0.0,6280.4,1,20230707,2023,7
PCE-001542,2025-03-02,DEPT-008,Loyer & Charges locatives,Charges communes,TOTAL MADA,Exploitation,4140.83,0.0,4140.83,1,20250302,2025,3
PCE-001543,2023-04-28,DEPT-008,Loyer & Charges locatives,Loyer bureaux,HOTEL COLBERT,Exploitation,2786.87,0.0,2786.87,1,20230428,2023,4
PCE-001544,2023-08-21,DEPT-008,Fournitures & Consommables,Fournitures de bureau,TRANSPORT EXPRESS,Exploitation,726.88,145.38,872.26,1,20230821,2023,8
PCE-001545,2023-10-15,DEPT-008,Loyer & Charges locatives,Loyer bureaux,FOURNITURES PRO,Exploitation,4963.58,0.0,4963.58,1,20231015,2023,10
PCE-001546,2023-12-08,DEPT-008,Informatique & Licences,Licences logiciels,AGENCE VOYAGE,Exploitation,850.55,170.11,1020.66,1,20231208,2023,12
PCE-001547,2023-09-24,DEPT-008,Informatique & Licences,Licences logiciels,FOURNITURES PRO,Exploitation,13049.64,2609.93,15659.57,1,20230924,2023,9
PCE-001548,2023-07-30,DEPT-005,Fournitures & Consommables,Fournitures de bureau,TOTAL MADA,Exploitation,113.56,22.71,136.27,1,20230730,2023,7
PCE-001549,2023-05-23,DEPT-002,Sous-traitance,Consultants,ORANGE PRO,Exploitation,9733.99,1946.8,11680.79,0,20230523,2023,5
PCE-001550,2025-03-23,DEPT-008,Loyer & Charges locatives,Assurance locaux,FORMATION PLUS,Exploitation,7204.65,0.0,7204.65,1,20250323,2025,3
PCE-001551,2023-06-03,DEPT-001,Salaires & Charges sociales,Salaires bruts,TOTAL MADA,Exploitation,21149.68,0.0,21149.68,1,20230603,2023,6
PCE-001552,2023-07-06,DEPT-001,Sous-traitance,Consultants,AGENCE VOYAGE,Exploitation,16817.89,3363.58,20181.47,1,20230706,2023,7
PCE-001553,2025-03-04,DEPT-008,Fournitures & Consommables,Fournitures de bureau,IT SOLUTIONS,Exploitation,215.31,43.06,258.37,1,20250304,2025,3
PCE-001554,2025-10-11,DEPT-001,Déplacements & Missions,Carburant,TRANSPORT EXPRESS,Exploitation,599.91,119.98,719.89,1,20251011,2025,10
PCE-001555,2025-01-16,DEPT-006,Informatique & Licences,Maintenance SI,TRANSPORT EXPRESS,Exploitation,1204.2,240.84,1445.04,1,20250116,2025,1
PCE-001556,2024-02-24,DEPT-003,Sous-traitance,Expertise externe,IBM MADA,Exploitation,14107.99,2821.6,16929.59,0,20240224,2024,2
PCE-001557,2025-01-12,DEPT-008,Loyer & Charges locatives,Charges communes,MICROSOFT MADA,Exploitation,2163.33,0.0,2163.33,1,20250112,2025,1
PCE-001558,2023-05-20,DEPT-008,Informatique & Licences,Maintenance SI,ORANGE PRO,Exploitation,1017.18,203.44,1220.62,1,20230520,2023,5
PCE-001559,2024-05-15,DEPT-001,Déplacements & Missions,Carburant,BAILLEUR IMMO,Exploitation,299.39,59.88,359.27,0,20240515,2024,5
PCE-001560,2024-02-28,DEPT-007,Salaires & Charges sociales,Charges patronales,IBM MADA,Exploitation,21600.42,0.0,21600.42,1,20240228,2024,2
PCE-001561,2023-11-03,DEPT-005,Salaires & Charges sociales,Salaires bruts,FORMATION PLUS,Exploitation,27006.23,0.0,27006.23,1,20231103,2023,11
PCE-001562,2024-02-17,DEPT-004,Sous-traitance,Consultants,BAILLEUR IMMO,Exploitation,7421.39,1484.28,8905.67,0,20240217,2024,2
PCE-001563,2024-04-29,DEPT-008,Loyer & Charges locatives,Loyer bureaux,FORMATION PLUS,Exploitation,5380.79,0.0,5380.79,1,20240429,2024,4
PCE-001564,2025-01-11,DEPT-005,Fournitures & Consommables,Documentation,BAILLEUR IMMO,Exploitation,772.72,154.54,927.26,1,20250111,2025,1
PCE-001565,2025-10-29,DEPT-003,Sous-traitance,Expertise externe,AGENCE VOYAGE,Exploitation,1369.23,273.85,1643.08,1,20251029,2025,10
PCE-001566,2025-02-11,DEPT-008,Loyer & Charges locatives,Charges communes,FOURNITURES PRO,Exploitation,4928.86,0.0,4928.86,1,20250211,2025,2
PCE-001567,2023-09-06,DEPT-008,Loyer & Charges locatives,Loyer bureaux,CONSULTANTS SA,Exploitation,3607.94,0.0,3607.94,1,20230906,2023,9
PCE-001568,2025-01-28,DEPT-008,Informatique & Licences,Maintenance SI,NETTOYAGE SERVICE,Exploitation,13075.09,2615.02,15690.11,1,20250128,2025,1
PCE-001569,2024-08-11,DEPT-002,Formation & Développement,Formations externes,SECURITE MADA,Exploitation,3392.75,678.55,4071.3,1,20240811,2024,8
PCE-001570,2023-02-13,DEPT-005,Formation & Développement,Certifications,BAILLEUR IMMO,Exploitation,1132.0,226.4,1358.4,1,20230213,2023,2
PCE-001571,2025-12-05,DEPT-007,Salaires & Charges sociales,Avantages en nature,TOTAL MADA,Exploitation,46066.05,0.0,46066.05,1,20251205,2025,12
PCE-001572,2023-08-18,DEPT-001,Sous-traitance,Consultants,BAILLEUR IMMO,Exploitation,17181.23,3436.25,20617.48,0,20230818,2023,8
PCE-001573,2023-11-27,DEPT-008,Salaires & Charges sociales,Avantages en nature,BAILLEUR IMMO,Exploitation,34241.22,0.0,34241.22,1,20231127,2023,11
PCE-001574,2023-02-12,DEPT-004,Sous-traitance,Prestations ponctuelles,MICROSOFT MADA,Exploitation,6330.71,1266.14,7596.85,1,20230212,2023,2
PCE-001575,2023-10-25,DEPT-002,Formation & Développement,Certifications,IBM MADA,Exploitation,3531.38,706.28,4237.66,0,20231025,2023,10
PCE-001576,2025-06-02,DEPT-002,Formation & Développement,Abonnements professionnels,FOURNITURES PRO,Exploitation,2056.0,411.2,2467.2,1,20250602,2025,6
PCE-001577,2025-10-19,DEPT-002,Sous-traitance,Expertise externe,ORACLE,Exploitation,15907.09,3181.42,19088.51,1,20251019,2025,10
PCE-001578,2025-09-22,DEPT-002,Sous-traitance,Consultants,SECURITE MADA,Exploitation,2526.32,505.26,3031.58,1,20250922,2025,9
PCE-001579,2024-11-26,DEPT-001,Formation & Développement,Formations externes,ORACLE,Exploitation,1523.67,304.73,1828.4,1,20241126,2024,11
PCE-001580,2023-10-20,DEPT-008,Informatique & Licences,Licences logiciels,FORMATION PLUS,Exploitation,10977.44,2195.49,13172.93,1,20231020,2023,10
PCE-001581,2025-06-15,DEPT-005,Fournitures & Consommables,Consommables informatique,BAILLEUR IMMO,Exploitation,1412.73,282.55,1695.28,1,20250615,2025,6
PCE-001582,2025-01-24,DEPT-005,Fournitures & Consommables,Fournitures de bureau,MICROSOFT MADA,Exploitation,597.18,119.44,716.62,0,20250124,2025,1
PCE-001583,2023-02-07,DEPT-001,Formation & Développement,Certifications,HOTEL COLBERT,Exploitation,4910.28,982.06,5892.34,1,20230207,2023,2
PCE-001584,2024-10-07,DEPT-008,Loyer & Charges locatives,Charges communes,TRANSPORT EXPRESS,Exploitation,4548.35,0.0,4548.35,1,20241007,2024,10
PCE-001585,2024-06-04,DEPT-008,Loyer & Charges locatives,Assurance locaux,TOTAL MADA,Exploitation,3218.77,0.0,3218.77,1,20240604,2024,6
PCE-001586,2025-12-02,DEPT-005,Fournitures & Consommables,Documentation,FOURNITURES PRO,Exploitation,1416.58,283.32,1699.9,1,20251202,2025,12
PCE-001587,2024-06-24,DEPT-008,Salaires & Charges sociales,Salaires bruts,MICROSOFT MADA,Exploitation,58232.43,0.0,58232.43,1,20240624,2024,6
PCE-001588,2024-02-10,DEPT-001,Sous-traitance,Consultants,TOTAL MADA,Exploitation,8948.51,1789.7,10738.21,1,20240210,2024,2
PCE-001589,2025-05-26,DEPT-002,Sous-traitance,Consultants,BAILLEUR IMMO,Exploitation,1242.33,248.47,1490.8,1,20250526,2025,5
PCE-001590,2023-06-14,DEPT-008,Loyer & Charges locatives,Charges communes,MICROSOFT MADA,Exploitation,3129.25,0.0,3129.25,1,20230614,2023,6
PCE-001591,2023-02-27,DEPT-008,Loyer & Charges locatives,Charges communes,BAILLEUR IMMO,Exploitation,7444.88,0.0,7444.88,1,20230227,2023,2
PCE-001592,2023-03-06,DEPT-008,Informatique & Licences,Licences logiciels,BAILLEUR IMMO,Exploitation,1895.11,379.02,2274.13,1,20230306,2023,3
PCE-001593,2024-07-03,DEPT-004,Sous-traitance,Expertise externe,CONSULTANTS SA,Exploitation,11534.88,2306.98,13841.86,1,20240703,2024,7
PCE-001594,2024-03-08,DEPT-008,Loyer & Charges locatives,Assurance locaux,FORMATION PLUS,Exploitation,6530.86,0.0,6530.86,1,20240308,2024,3
PCE-001595,2023-02-23,DEPT-003,Salaires & Charges sociales,Avantages en nature,AGENCE VOYAGE,Exploitation,62063.03,0.0,62063.03,1,20230223,2023,2
PCE-001596,2024-12-25,DEPT-005,Formation & Développement,Certifications,ORACLE,Exploitation,2453.3,490.66,2943.96,1,20241225,2024,12
PCE-001597,2024-07-22,DEPT-007,Déplacements & Missions,Hôtel & restauration,ORACLE,Exploitation,2218.39,443.68,2662.07,0,20240722,2024,7
PCE-001598,2024-12-29,DEPT-001,Déplacements & Missions,Carburant,ORACLE,Exploitation,1270.76,254.15,1524.91,1,20241229,2024,12
PCE-001599,2023-04-29,DEPT-008,Informatique & Licences,Matériel informatique,SECURITE MADA,Exploitation,11297.84,2259.57,13557.41,1,20230429,2023,4
PCE-001600,2023-11-14,DEPT-002,Sous-traitance,Prestations ponctuelles,AGENCE VOYAGE,Exploitation,7767.46,1553.49,9320.95,0,20231114,2023,11
PCE-001601,2023-01-17,DEPT-006,Salaires & Charges sociales,Salaires bruts,ORACLE,Exploitation,15819.08,0.0,15819.08,1,20230117,2023,1
PCE-001602,2025-12-18,DEPT-008,Loyer & Charges locatives,Loyer bureaux,TOTAL MADA,Exploitation,6057.11,0.0,6057.11,1,20251218,2025,12
PCE-001603,2024-01-16,DEPT-008,Loyer & Charges locatives,Charges communes,NETTOYAGE SERVICE,Exploitation,7632.99,0.0,7632.99,1,20240116,2024,1
PCE-001604,2023-08-30,DEPT-005,Fournitures & Consommables,Consommables informatique,MICROSOFT MADA,Exploitation,851.41,170.28,1021.69,0,20230830,2023,8
PCE-001605,2024-02-25,DEPT-005,Fournitures & Consommables,Consommables informatique,IBM MADA,Exploitation,1233.05,246.61,1479.66,1,20240225,2024,2
PCE-001606,2025-06-05,DEPT-004,Salaires & Charges sociales,Salaires bruts,IBM MADA,Exploitation,41673.97,0.0,41673.97,1,20250605,2025,6
PCE-001607,2025-12-15,DEPT-008,Fournitures & Consommables,Documentation,HOTEL COLBERT,Exploitation,505.31,101.06,606.37,1,20251215,2025,12
PCE-001608,2025-04-02,DEPT-001,Déplacements & Missions,Carburant,NETTOYAGE SERVICE,Exploitation,1858.92,371.78,2230.7,1,20250402,2025,4
PCE-001609,2023-09-09,DEPT-001,Formation & Développement,Formations externes,CONSULTANTS SA,Exploitation,3805.05,761.01,4566.06,1,20230909,2023,9
PCE-001610,2023-03-13,DEPT-003,Déplacements & Missions,Hôtel & restauration,BAILLEUR IMMO,Exploitation,1885.26,377.05,2262.31,0,20230313,2023,3
PCE-001611,2024-07-22,DEPT-005,Formation & Développement,Certifications,IBM MADA,Exploitation,610.25,122.05,732.3,1,20240722,2024,7
PCE-001612,2025-07-20,DEPT-008,Fournitures & Consommables,Fournitures de bureau,ORANGE PRO,Exploitation,1217.87,243.57,1461.44,1,20250720,2025,7
PCE-001613,2024-10-12,DEPT-004,Sous-traitance,Consultants,CONSULTANTS SA,Exploitation,15157.1,3031.42,18188.52,1,20241012,2024,10
PCE-001614,2025-08-03,DEPT-006,Informatique & Licences,Maintenance SI,IBM MADA,Exploitation,9561.51,1912.3,11473.81,1,20250803,2025,8
PCE-001615,2025-09-01,DEPT-008,Loyer & Charges locatives,Charges communes,SECURITE MADA,Exploitation,3310.64,0.0,3310.64,1,20250901,2025,9
PCE-001616,2024-01-26,DEPT-002,Salaires & Charges sociales,Avantages en nature,FORMATION PLUS,Exploitation,55729.21,0.0,55729.21,1,20240126,2024,1
PCE-001617,2024-10-30,DEPT-002,Salaires & Charges sociales,Charges patronales,ORANGE PRO,Exploitation,35680.3,0.0,35680.3,1,20241030,2024,10
PCE-001618,2024-04-23,DEPT-001,Formation & Développement,Certifications,FOURNITURES PRO,Exploitation,1886.86,377.37,2264.23,1,20240423,2024,4
PCE-001619,2024-04-17,DEPT-002,Formation & Développement,Certifications,AGENCE VOYAGE,Exploitation,1176.41,235.28,1411.69,1,20240417,2024,4
PCE-001620,2023-06-25,DEPT-001,Sous-traitance,Consultants,SECURITE MADA,Exploitation,13177.87,2635.57,15813.44,0,20230625,2023,6
PCE-001621,2023-06-27,DEPT-005,Formation & Développement,Formations externes,FORMATION PLUS,Exploitation,3123.56,624.71,3748.27,1,20230627,2023,6
PCE-001622,2024-01-17,DEPT-006,Informatique & Licences,Maintenance SI,ORACLE,Exploitation,13052.62,2610.52,15663.14,1,20240117,2024,1
PCE-001623,2024-03-16,DEPT-005,Formation & Développement,Formations externes,ORANGE PRO,Exploitation,2581.23,516.25,3097.48,1,20240316,2024,3
PCE-001624,2024-06-22,DEPT-008,Fournitures & Consommables,Documentation,HOTEL COLBERT,Exploitation,369.89,73.98,443.87,1,20240622,2024,6
PCE-001625,2023-09-02,DEPT-005,Formation & Développement,Certifications,ORANGE PRO,Exploitation,4121.57,824.31,4945.88,1,20230902,2023,9
PCE-001626,2023-08-11,DEPT-007,Salaires & Charges sociales,Salaires bruts,TOTAL MADA,Exploitation,60533.49,0.0,60533.49,1,20230811,2023,8
PCE-001627,2024-02-24,DEPT-002,Déplacements & Missions,Carburant,BAILLEUR IMMO,Exploitation,914.95,182.99,1097.94,1,20240224,2024,2
PCE-001628,2023-09-05,DEPT-008,Informatique & Licences,Maintenance SI,NETTOYAGE SERVICE,Exploitation,4568.27,913.65,5481.92,0,20230905,2023,9
PCE-001629,2025-07-14,DEPT-006,Informatique & Licences,Licences logiciels,SECURITE MADA,Exploitation,13589.34,2717.87,16307.21,0,20250714,2025,7
PCE-001630,2025-11-14,DEPT-007,Déplacements & Missions,Hôtel & restauration,IBM MADA,Exploitation,1694.62,338.92,2033.54,1,20251114,2025,11
PCE-001631,2023-02-08,DEPT-003,Déplacements & Missions,Transport,FOURNITURES PRO,Exploitation,238.62,47.72,286.34,0,20230208,2023,2
PCE-001632,2023-04-03,DEPT-008,Loyer & Charges locatives,Charges communes,FOURNITURES PRO,Exploitation,2747.45,0.0,2747.45,1,20230403,2023,4
PCE-001633,2023-08-02,DEPT-005,Formation & Développement,Abonnements professionnels,FOURNITURES PRO,Exploitation,2320.7,464.14,2784.84,0,20230802,2023,8
PCE-001634,2024-06-25,DEPT-001,Salaires & Charges sociales,Avantages en nature,MICROSOFT MADA,Exploitation,72279.82,0.0,72279.82,1,20240625,2024,6
PCE-001635,2024-08-05,DEPT-006,Informatique & Licences,Matériel informatique,AGENCE VOYAGE,Exploitation,14246.06,2849.21,17095.27,1,20240805,2024,8
PCE-001636,2025-08-15,DEPT-001,Salaires & Charges sociales,Avantages en nature,HOTEL COLBERT,Exploitation,20391.91,0.0,20391.91,1,20250815,2025,8
PCE-001637,2025-06-07,DEPT-008,Loyer & Charges locatives,Assurance locaux,ORANGE PRO,Exploitation,7006.99,0.0,7006.99,1,20250607,2025,6
PCE-001638,2023-06-24,DEPT-005,Fournitures & Consommables,Documentation,TRANSPORT EXPRESS,Exploitation,365.98,73.2,439.18,0,20230624,2023,6
PCE-001639,2025-12-01,DEPT-008,Loyer & Charges locatives,Loyer bureaux,FORMATION PLUS,Exploitation,6466.56,0.0,6466.56,1,20251201,2025,12
PCE-001640,2023-01-07,DEPT-008,Loyer & Charges locatives,Charges communes,CONSULTANTS SA,Exploitation,6657.39,0.0,6657.39,1,20230107,2023,1
PCE-001641,2023-06-15,DEPT-005,Salaires & Charges sociales,Avantages en nature,MICROSOFT MADA,Exploitation,35138.08,0.0,35138.08,1,20230615,2023,6
PCE-001642,2025-09-04,DEPT-001,Formation & Développement,Abonnements professionnels,SECURITE MADA,Exploitation,1389.15,277.83,1666.98,1,20250904,2025,9
PCE-001643,2024-02-21,DEPT-008,Salaires & Charges sociales,Avantages en nature,MICROSOFT MADA,Exploitation,70834.21,0.0,70834.21,1,20240221,2024,2
PCE-001644,2023-11-27,DEPT-002,Formation & Développement,Formations externes,FOURNITURES PRO,Exploitation,3360.42,672.08,4032.5,0,20231127,2023,11
PCE-001645,2025-01-15,DEPT-003,Salaires & Charges sociales,Charges patronales,TRANSPORT EXPRESS,Exploitation,30901.65,0.0,30901.65,1,20250115,2025,1
PCE-001646,2025-12-31,DEPT-005,Fournitures & Consommables,Fournitures de bureau,AGENCE VOYAGE,Exploitation,448.7,89.74,538.44,0,20251231,2025,12
PCE-001647,2023-05-10,DEPT-002,Déplacements & Missions,Carburant,ORACLE,Exploitation,1342.65,268.53,1611.18,1,20230510,2023,5
PCE-001648,2025-08-27,DEPT-001,Salaires & Charges sociales,Salaires bruts,FOURNITURES PRO,Exploitation,61941.96,0.0,61941.96,1,20250827,2025,8
PCE-001649,2024-09-26,DEPT-002,Déplacements & Missions,Hôtel & restauration,IT SOLUTIONS,Exploitation,1873.97,374.79,2248.76,1,20240926,2024,9
PCE-001650,2024-05-28,DEPT-001,Formation & Développement,Abonnements professionnels,TOTAL MADA,Exploitation,2888.39,577.68,3466.07,1,20240528,2024,5
PCE-001651,2023-06-30,DEPT-008,Loyer & Charges locatives,Assurance locaux,FOURNITURES PRO,Exploitation,4504.69,0.0,4504.69,1,20230630,2023,6
PCE-001652,2024-05-13,DEPT-002,Formation & Développement,Abonnements professionnels,FOURNITURES PRO,Exploitation,2499.03,499.81,2998.84,1,20240513,2024,5
PCE-001653,2024-04-02,DEPT-006,Informatique & Licences,Matériel informatique,SECURITE MADA,Exploitation,14155.63,2831.13,16986.76,0,20240402,2024,4
PCE-001654,2025-11-24,DEPT-003,Déplacements & Missions,Transport,CONSULTANTS SA,Exploitation,469.94,93.99,563.93,1,20251124,2025,11
PCE-001655,2024-05-16,DEPT-006,Informatique & Licences,Matériel informatique,SECURITE MADA,Exploitation,12499.26,2499.85,14999.11,1,20240516,2024,5
PCE-001656,2023-03-29,DEPT-008,Loyer & Charges locatives,Loyer bureaux,NETTOYAGE SERVICE,Exploitation,4632.03,0.0,4632.03,1,20230329,2023,3
PCE-001657,2023-06-25,DEPT-002,Formation & Développement,Formations externes,IBM MADA,Exploitation,2032.97,406.59,2439.56,0,20230625,2023,6
PCE-001658,2025-03-07,DEPT-005,Salaires & Charges sociales,Charges patronales,HOTEL COLBERT,Exploitation,42372.31,0.0,42372.31,1,20250307,2025,3
PCE-001659,2023-06-23,DEPT-003,Salaires & Charges sociales,Avantages en nature,IT SOLUTIONS,Exploitation,25771.29,0.0,25771.29,0,20230623,2023,6
PCE-001660,2024-06-06,DEPT-003,Salaires & Charges sociales,Salaires bruts,FOURNITURES PRO,Exploitation,27114.05,0.0,27114.05,1,20240606,2024,6
PCE-001661,2025-05-09,DEPT-008,Loyer & Charges locatives,Assurance locaux,BAILLEUR IMMO,Exploitation,2768.96,0.0,2768.96,1,20250509,2025,5
PCE-001662,2024-01-16,DEPT-007,Déplacements & Missions,Carburant,ORANGE PRO,Exploitation,799.39,159.88,959.27,1,20240116,2024,1
PCE-001663,2024-03-29,DEPT-007,Déplacements & Missions,Hôtel & restauration,AGENCE VOYAGE,Exploitation,2448.36,489.67,2938.03,1,20240329,2024,3
PCE-001664,2025-05-01,DEPT-006,Salaires & Charges sociales,Avantages en nature,ORANGE PRO,Exploitation,78067.1,0.0,78067.1,1,20250501,2025,5
PCE-001665,2024-05-06,DEPT-002,Formation & Développement,Formations externes,AGENCE VOYAGE,Exploitation,2334.38,466.88,2801.26,1,20240506,2024,5
PCE-001666,2025-08-29,DEPT-008,Informatique & Licences,Matériel informatique,IT SOLUTIONS,Exploitation,4730.77,946.15,5676.92,1,20250829,2025,8
PCE-001667,2025-04-08,DEPT-002,Déplacements & Missions,Hôtel & restauration,TRANSPORT EXPRESS,Exploitation,2808.17,561.63,3369.8,1,20250408,2025,4
PCE-001668,2025-01-30,DEPT-003,Sous-traitance,Consultants,IBM MADA,Exploitation,8913.23,1782.65,10695.88,1,20250130,2025,1
PCE-001669,2025-09-13,DEPT-008,Informatique & Licences,Matériel informatique,TRANSPORT EXPRESS,Exploitation,7066.86,1413.37,8480.23,1,20250913,2025,9
PCE-001670,2024-07-20,DEPT-008,Fournitures & Consommables,Fournitures de bureau,FOURNITURES PRO,Exploitation,1450.35,290.07,1740.42,1,20240720,2024,7
PCE-001671,2025-11-16,DEPT-001,Formation & Développement,Certifications,FOURNITURES PRO,Exploitation,4603.96,920.79,5524.75,1,20251116,2025,11
PCE-001672,2023-12-07,DEPT-008,Fournitures & Consommables,Fournitures de bureau,ORACLE,Exploitation,366.15,73.23,439.38,1,20231207,2023,12
PCE-001673,2024-07-04,DEPT-008,Loyer & Charges locatives,Charges communes,HOTEL COLBERT,Exploitation,3601.87,0.0,3601.87,1,20240704,2024,7
PCE-001674,2023-05-08,DEPT-002,Formation & Développement,Formations externes,CONSULTANTS SA,Exploitation,1199.33,239.87,1439.2,0,20230508,2023,5
PCE-001675,2023-05-27,DEPT-006,Informatique & Licences,Matériel informatique,HOTEL COLBERT,Exploitation,13740.51,2748.1,16488.61,1,20230527,2023,5
PCE-001676,2025-04-21,DEPT-001,Formation & Développement,Formations externes,IBM MADA,Exploitation,1437.45,287.49,1724.94,1,20250421,2025,4
PCE-001677,2025-11-06,DEPT-001,Sous-traitance,Consultants,IBM MADA,Exploitation,19863.91,3972.78,23836.69,0,20251106,2025,11
PCE-001678,2024-06-07,DEPT-001,Déplacements & Missions,Carburant,TRANSPORT EXPRESS,Exploitation,452.08,90.42,542.5,1,20240607,2024,6
PCE-001679,2024-10-14,DEPT-007,Déplacements & Missions,Transport,CONSULTANTS SA,Exploitation,1093.26,218.65,1311.91,1,20241014,2024,10
PCE-001680,2025-08-05,DEPT-004,Sous-traitance,Prestations ponctuelles,TRANSPORT EXPRESS,Exploitation,18440.89,3688.18,22129.07,1,20250805,2025,8
PCE-001681,2024-02-28,DEPT-005,Fournitures & Consommables,Fournitures de bureau,MICROSOFT MADA,Exploitation,974.5,194.9,1169.4,1,20240228,2024,2
PCE-001682,2024-09-14,DEPT-008,Fournitures & Consommables,Documentation,ORACLE,Exploitation,145.19,29.04,174.23,1,20240914,2024,9
PCE-001683,2025-01-05,DEPT-008,Loyer & Charges locatives,Charges communes,HOTEL COLBERT,Exploitation,7410.67,0.0,7410.67,1,20250105,2025,1
PCE-001684,2025-01-17,DEPT-008,Informatique & Licences,Matériel informatique,FORMATION PLUS,Exploitation,5130.48,1026.1,6156.58,1,20250117,2025,1
PCE-001685,2023-05-26,DEPT-008,Loyer & Charges locatives,Assurance locaux,TRANSPORT EXPRESS,Exploitation,7835.26,0.0,7835.26,1,20230526,2023,5
PCE-001686,2023-01-07,DEPT-003,Sous-traitance,Consultants,HOTEL COLBERT,Exploitation,15900.11,3180.02,19080.13,1,20230107,2023,1
PCE-001687,2025-12-07,DEPT-008,Loyer & Charges locatives,Loyer bureaux,TOTAL MADA,Exploitation,6302.45,0.0,6302.45,1,20251207,2025,12
PCE-001688,2025-04-08,DEPT-008,Fournitures & Consommables,Consommables informatique,NETTOYAGE SERVICE,Exploitation,109.28,21.86,131.14,1,20250408,2025,4
PCE-001689,2025-04-15,DEPT-002,Salaires & Charges sociales,Avantages en nature,BAILLEUR IMMO,Exploitation,70895.28,0.0,70895.28,1,20250415,2025,4
PCE-001690,2023-06-12,DEPT-008,Loyer & Charges locatives,Charges communes,ORACLE,Exploitation,4643.03,0.0,4643.03,1,20230612,2023,6
PCE-001691,2025-02-06,DEPT-002,Formation & Développement,Formations externes,FOURNITURES PRO,Exploitation,2194.72,438.94,2633.66,1,20250206,2025,2
PCE-001692,2024-08-23,DEPT-007,Salaires & Charges sociales,Avantages en nature,HOTEL COLBERT,Exploitation,20969.16,0.0,20969.16,1,20240823,2024,8
PCE-001693,2025-07-27,DEPT-008,Informatique & Licences,Maintenance SI,SECURITE MADA,Exploitation,5319.8,1063.96,6383.76,1,20250727,2025,7
PCE-001694,2025-02-26,DEPT-003,Salaires & Charges sociales,Charges patronales,TOTAL MADA,Exploitation,46744.58,0.0,46744.58,1,20250226,2025,2
PCE-001695,2024-02-03,DEPT-006,Informatique & Licences,Cloud & hébergement,CONSULTANTS SA,Exploitation,3914.27,782.85,4697.12,1,20240203,2024,2
PCE-001696,2025-06-10,DEPT-005,Formation & Développement,Abonnements professionnels,TRANSPORT EXPRESS,Exploitation,3147.74,629.55,3777.29,1,20250610,2025,6
PCE-001697,2023-08-25,DEPT-001,Sous-traitance,Consultants,ORANGE PRO,Exploitation,10763.98,2152.8,12916.78,0,20230825,2023,8
PCE-001698,2023-02-10,DEPT-008,Informatique & Licences,Maintenance SI,ORACLE,Exploitation,3297.96,659.59,3957.55,0,20230210,2023,2
PCE-001699,2023-08-04,DEPT-006,Informatique & Licences,Matériel informatique,NETTOYAGE SERVICE,Exploitation,2502.65,500.53,3003.18,1,20230804,2023,8
PCE-001700,2023-04-26,DEPT-002,Déplacements & Missions,Transport,CONSULTANTS SA,Exploitation,2624.64,524.93,3149.57,1,20230426,2023,4
PCE-001701,2024-08-19,DEPT-005,Formation & Développement,Abonnements professionnels,MICROSOFT MADA,Exploitation,1824.38,364.88,2189.26,0,20240819,2024,8
PCE-001702,2024-02-09,DEPT-006,Salaires & Charges sociales,Charges patronales,NETTOYAGE SERVICE,Exploitation,25600.85,0.0,25600.85,1,20240209,2024,2
PCE-001703,2023-03-04,DEPT-003,Déplacements & Missions,Hôtel & restauration,AGENCE VOYAGE,Exploitation,2775.15,555.03,3330.18,1,20230304,2023,3
PCE-001704,2025-09-20,DEPT-004,Sous-traitance,Prestations ponctuelles,IBM MADA,Exploitation,3491.28,698.26,4189.54,1,20250920,2025,9
PCE-001705,2024-12-14,DEPT-002,Déplacements & Missions,Hôtel & restauration,TRANSPORT EXPRESS,Exploitation,1450.89,290.18,1741.07,1,20241214,2024,12
PCE-001706,2025-01-28,DEPT-005,Salaires & Charges sociales,Salaires bruts,IBM MADA,Exploitation,13186.94,0.0,13186.94,1,20250128,2025,1
PCE-001707,2025-09-21,DEPT-007,Déplacements & Missions,Carburant,BAILLEUR IMMO,Exploitation,1475.21,295.04,1770.25,0,20250921,2025,9
PCE-001708,2024-02-18,DEPT-002,Sous-traitance,Consultants,NETTOYAGE SERVICE,Exploitation,15124.26,3024.85,18149.11,0,20240218,2024,2
